Periodo;Producto;Region; Ventas ; Costos 
Q2 2017;Consolas;ZAF - África/Sudáfrica; $577,893.08 ; $455,709.97 
Q4 2018;Consolas;KEN - África/Kenia; $576,514.20 ; $520,499.80 
Q2 2019;Video Juegos;NGA - África/Nigeria; $575,006.14 ; $373,343.27 
Q4 2017;Celulares;IRN - Asia/Irán; $573,190.01 ; $482,207.47 
Q1 2019;Celulares;IRN - Asia/Irán; $573,190.01 ; $448,583.48 
Q1 2019;Consolas;SDN - África/Sudán; $572,845.46 ; $421,614.26 
Q1 2018;Consolas;SDN - África/Sudán; $572,845.46 ; $504,682.63 
Q3 2017;Celulares;EGY - África/Egipto; $572,045.44 ; $495,681.91 
Q1 2018;Celulares;EGY - África/Egipto; $572,045.44 ; $522,044.43 
Q4 2019;Consolas;ZAF - África/Sudáfrica; $571,679.18 ; $467,506.53 
Q1 2017;Celulares;ITA - Europa/Italia; $570,377.35 ; $512,763.48 
Q2 2018;Camaras;CAN - América/Canadá; $569,829.01 ; $332,400.26 
Q1 2017;Celulares;FRA - Europa/Francia; $569,431.11 ; $560,226.60 
Q4 2018;Audio;BRA - América/Brasil; $568,239.26 ; $357,780.27 
Q3 2017;Video Juegos;BRA - América/Brasil; $568,239.26 ; $349,685.70 
Q2 2019;Celulares;ITA - Europa/Italia; $566,944.52 ; $580,562.66 
Q1 2018;Camaras;CAN - América/Canadá; $566,138.41 ; $308,802.77 
Q4 2019;Celulares;ITA - Europa/Italia; $566,120.80 ; $463,189.75 
Q1 2019;Consolas;KOR - Asia/República de Corea; $566,077.26 ; $501,153.09 
Q4 2019;Celulares;EGY - África/Egipto; $564,262.51 ; $473,980.51 
Q4 2018;Camaras;CAN - América/Canadá; $563,946.90 ; $347,044.25 
Q4 2019;Consolas;SDN - África/Sudán; $563,752.67 ; $472,695.91 
Q4 2017;Consolas;ARG - América/Argentina; $561,486.67 ; $505,338.00 
Q4 2018;Video Juegos;NGA - África/Nigeria; $560,043.15 ; $356,145.96 
Q3 2018;Consolas;KOR - Asia/República de Corea; $559,088.65 ; $471,936.60 
Q3 2017;Consolas;KOR - Asia/República de Corea; $559,088.65 ; $453,888.70 
Q1 2019;Celulares;GBR - Europa/Reino Unido; $557,794.46 ; $458,138.90 
Q2 2018;TV;BRA - América/Brasil; $556,949.74 ; $492,188.14 
Q2 2019;Celulares;THA - Asia/Tailandia; $555,216.08 ; $488,322.57 
Q1 2017;Celulares;THA - Asia/Tailandia; $555,216.08 ; $441,906.67 
Q3 2019;Consolas;VEN - América/Venezuela; $554,566.12 ; $489,323.05 
Q3 2019;Consolas;ZAF - África/Sudáfrica; $553,814.20 ; $464,605.21 
Q3 2018;Consolas;ZAF - África/Sudáfrica; $553,814.20 ; $468,000.97 
Q2 2018;Consolas;ZAF - África/Sudáfrica; $553,814.20 ; $473,237.28 
Q2 2019;Consolas;KEN - África/Kenia; $553,453.64 ; $508,760.77 
Q2 2017;Consolas;ARG - América/Argentina; $553,229.51 ; $440,325.53 
Q1 2018;Consolas;UKR - Europa/Ucrania; $552,871.40 ; $496,455.95 
Q1 2017;Camaras;DEU - Europa/Alemania; $550,481.76 ; $267,233.87 
Q2 2019;Consolas;COL - América/Colombia; $548,944.91 ; $488,621.30 
Q1 2018;Consolas;COL - América/Colombia; $548,944.91 ; $460,405.41 
Q3 2017;Celulares;TUR - Asia/Turquía; $548,859.22 ; $486,488.85 
Q3 2018;Camaras;CAN - América/Canadá; $548,379.99 ; $365,586.66 
Q2 2019;Audio;NGA - África/Nigeria; $547,824.03 ; $329,150.94 
Q2 2017;Video Juegos;NGA - África/Nigeria; $547,824.03 ; $359,216.04 
Q1 2019;Consolas;UKR - Europa/Ucrania; $546,572.86 ; $489,038.88 
Q3 2018;Video Juegos;BRA - América/Brasil; $546,100.07 ; $318,558.37 
Q2 2018;Video Juegos;BRA - América/Brasil; $546,100.07 ; $318,558.37 
Q2 2018;Consolas;UKR - Europa/Ucrania; $545,192.63 ; $426,672.49 
Q1 2017;Celulares;IRN - Asia/Irán; $544,115.15 ; $443,353.09 
Q1 2017;Consolas;ZAF - África/Sudáfrica; $542,511.87 ; $438,149.72 
Q2 2017;Consolas;TZA - África/Tanzania; $539,411.85 ; $484,925.80 
Q4 2018;Consolas;KOR - Asia/República de Corea; $539,121.20 ; $467,828.45 
Q4 2018;TV;BRA - América/Brasil; $537,376.42 ; $469,354.09 
Q3 2019;TV;IDN - Asia/Indonesia; $536,810.96 ; $586,593.47 
Q2 2017;TV;IDN - Asia/Indonesia; $536,810.96 ; $534,657.01 
Q3 2018;Audio;NGA - África/Nigeria; $536,126.72 ; $344,312.49 
Q1 2017;Consolas;DZA - África/Argelia; $536,084.74 ; $507,147.69 
Q3 2019;Consolas;UKR - Europa/Ucrania; $534,420.15 ; $435,453.45 
Q1 2019;Video Juegos;BRA - América/Brasil; $533,964.51 ; $291,253.37 
Q3 2018;Consolas;ESP - Europa/España; $532,557.69 ; $452,787.35 
Q4 2017;TV;BRA - América/Brasil; $532,274.75 ; $470,382.34 
Q3 2018;Consolas;POL - Europa/Polonia; $530,498.42 ; $500,184.23 
Q3 2018;Consolas;SDN - África/Sudán; $530,095.80 ; $457,649.37 
Q4 2019;TV;IDN - Asia/Indonesia; $530,084.01 ; $471,138.67 
Q2 2019;TV;IDN - Asia/Indonesia; $530,084.01 ; $525,175.18 
Q4 2017;TV;IDN - Asia/Indonesia; $528,758.80 ; $480,497.54 
Q2 2017;Celulares;ITA - Europa/Italia; $526,076.20 ; $470,699.76 
Q1 2018;Consolas;KEN - África/Kenia; $525,430.67 ; $495,406.06 
Q1 2019;Audio;NGA - África/Nigeria; $524,918.50 ; $297,771.95 
Q4 2018;Consolas;VEN - América/Venezuela; $524,857.22 ; $442,848.28 
Q1 2018;Audio;RUS - Asia/Rusia; $524,293.01 ; $285,978.00 
Q1 2018;Video Juegos;BRA - América/Brasil; $522,356.59 ; $348,237.72 
Q4 2018;Consolas;POL - Europa/Polonia; $522,077.81 ; $455,342.65 
Q1 2017;Video Juegos;NGA - África/Nigeria; $521,285.84 ; $327,207.11 
Q4 2017;Celulares;ITA - Europa/Italia; $521,017.77 ; $444,397.51 
Q1 2018;Celulares;ITA - Europa/Italia; $521,017.77 ; $434,181.48 
Q2 2017;Consolas;PER - América/Perú; $520,981.24 ; $464,611.07 
Q2 2017;Camaras;DEU - Europa/Alemania; $520,186.79 ; $284,902.30 
Q3 2018;Celulares;THA - Asia/Tailandia; $519,395.69 ; $454,471.23 
Q1 2018;Consolas;ESP - Europa/España; $518,543.02 ; $476,411.40 
Q3 2017;Consolas;COL - América/Colombia; $517,396.35 ; $444,523.63 
Q4 2019;Audio;MEX - América/México; $516,538.71 ; $322,320.16 
Q1 2018;Celulares;GBR - Europa/Reino Unido; $516,476.36 ; $479,565.00 
Q2 2019;Celulares;ZAF - África/Sudáfrica; $516,176.35 ; $399,558.73 
Q3 2017;Consolas;MYS - Asia/Malasia; $514,736.19 ; $423,799.46 
Q1 2017;Audio;NGA - África/Nigeria; $514,169.31 ; $311,586.60 
Q4 2017;Consolas;TZA - África/Tanzania; $511,317.48 ; $441,273.99 
Q1 2018;Celulares;ZAF - África/Sudáfrica; $511,213.11 ; $435,925.36 
Q4 2019;Celulares;ESP - Europa/España; $510,860.90 ; $524,143.28 
Q2 2018;Video Juegos;NGA - África/Nigeria; $510,683.42 ; $297,306.56 
Q1 2019;Celulares;ITA - Europa/Italia; $509,439.60 ; $425,924.91 
Q4 2018;Audio;NGA - África/Nigeria; $508,958.14 ; $340,124.44 
Q1 2018;Audio;NGA - África/Nigeria; $508,958.14 ; $316,337.06 
Q4 2019;TV;BRA - América/Brasil; $508,153.54 ; $424,849.68 
Q3 2019;Celulares;FRA - Europa/Francia; $507,515.50 ; $476,674.17 
Q2 2019;Consolas;SDN - África/Sudán; $507,377.40 ; $416,049.47 
Q3 2018;Audio;RUS - Asia/Rusia; $503,954.06 ; $323,970.46 
Q4 2019;Celulares;IRN - Asia/Irán; $503,945.58 ; $418,531.07 
Q2 2017;Consolas;UKR - Europa/Ucrania; $503,254.73 ; $435,247.34 
Q3 2019;Consolas;KOR - Asia/República de Corea; $503,179.79 ; $441,341.64 
Q4 2018;Celulares;THA - Asia/Tailandia; $503,164.57 ; $450,751.59 
Q1 2019;Celulares;TZA - África/Tanzania; $500,882.43 ; $408,126.42 
Q3 2019;Celulares;IRN - Asia/Irán; $500,585.94 ; $450,021.70 
Q2 2019;Consolas;ESP - Europa/España; $500,364.88 ; $539,026.47 
Q2 2018;Consolas;KEN - África/Kenia; $500,108.71 ; $428,578.01 
Q2 2019;TV;BRA - América/Brasil; $497,629.65 ; $437,674.27 
Q1 2019;Celulares;FRA - Europa/Francia; $497,545.48 ; $489,502.96 
Q3 2018;Consolas;TZA - África/Tanzania; $495,823.01 ; $438,169.17 
Q2 2017;Audio;RUS - Asia/Rusia; $495,412.46 ; $318,479.44 
Q3 2017;Camaras;DEU - Europa/Alemania; $494,310.15 ; $285,993.73 
Q4 2019;Video Juegos;NGA - África/Nigeria; $493,939.70 ; $274,810.09 
Q2 2018;Audio;RUS - Asia/Rusia; $493,322.11 ; $303,582.84 
Q4 2017;Video Juegos;BRA - América/Brasil; $490,375.57 ; $315,241.44 
Q2 2019;Celulares;ESP - Europa/España; $489,367.85 ; $521,167.48 
Q1 2018;Celulares;COL - América/Colombia; $489,276.99 ; $382,912.42 
Q3 2018;Consolas;KEN - África/Kenia; $488,341.44 ; $441,542.05 
Q1 2019;Consolas;ESP - Europa/España; $487,080.86 ; $499,744.96 
Q4 2017;Consolas;ESP - Europa/España; $486,534.19 ; $491,620.68 
Q4 2018;Video Juegos;BRA - América/Brasil; $486,123.76 ; $299,153.08 
Q2 2019;Video Juegos;BRA - América/Brasil; $486,123.76 ; $299,153.08 
Q4 2017;Celulares;GBR - Europa/Reino Unido; $485,038.66 ; $370,163.23 
Q4 2017;Camaras;DEU - Europa/Alemania; $484,423.95 ; $274,258.48 
Q2 2017;Video Juegos;BRA - América/Brasil; $483,329.94 ; $304,318.85 
Q3 2017;Celulares;ZAF - África/Sudáfrica; $483,328.76 ; $388,376.07 
Q1 2018;Video Juegos;NGA - África/Nigeria; $482,857.72 ; $286,565.56 
Q4 2018;Consolas;ARG - América/Argentina; $482,302.65 ; $423,485.25 
Q2 2019;Consolas;UKR - Europa/Ucrania; $482,139.92 ; $462,228.53 
Q3 2019;Celulares;ITA - Europa/Italia; $482,126.05 ; $429,145.17 
Q2 2018;Consolas;KOR - Asia/República de Corea; $481,767.88 ; $383,056.72 
Q2 2018;Audio;MEX - América/México; $480,501.13 ; $317,664.63 
Q2 2017;TV;BRA - América/Brasil; $479,198.92 ; $423,478.11 
Q4 2018;Celulares;ZAF - África/Sudáfrica; $478,974.45 ; $368,810.32 
Q2 2017;Celulares;ZAF - África/Sudáfrica; $478,974.45 ; $414,814.15 
Q3 2019;Audio;JPN - Asia/Japón; $478,444.44 ; $301,242.79 
Q4 2018;Celulares;TUR - Asia/Turquía; $478,291.61 ; $425,732.09 
Q1 2018;Consolas;MYS - Asia/Malasia; $476,607.59 ; $380,457.19 
Q2 2018;Audio;JPN - Asia/Japón; $476,229.42 ; $259,761.50 
Q3 2019;Consolas;ARG - América/Argentina; $476,197.55 ; $428,577.80 
Q3 2018;Celulares;FRA - Europa/Francia; $475,942.42 ; $466,005.16 
Q3 2018;TV;NGA - África/Nigeria; $475,241.67 ; $437,424.56 
Q3 2017;TV;BRA - América/Brasil; $475,137.91 ; $385,489.25 
Q3 2018;Audio;MEX - América/México; $473,888.73 ; $290,019.90 
Q3 2017;Celulares;COL - América/Colombia; $473,826.13 ; $377,126.92 
Q3 2019;Video Juegos;NGA - África/Nigeria; $473,747.20 ; $307,233.83 
Q1 2017;Audio;RUS - Asia/Rusia; $473,349.56 ; $298,034.91 
Q1 2017;Consolas;KEN - África/Kenia; $471,693.44 ; $403,526.13 
Q3 2018;Celulares;TUR - Asia/Turquía; $471,555.10 ; $421,389.67 
Q3 2019;TV;BRA - América/Brasil; $471,145.16 ; $376,916.12 
Q3 2019;TV;NGA - África/Nigeria; $470,786.28 ; $425,774.52 
Q3 2017;Audio;RUS - Asia/Rusia; $469,547.55 ; $288,952.34 
Q4 2019;Celulares;TUR - Asia/Turquía; $468,257.52 ; $407,444.85 
Q4 2017;Video Juegos;NGA - África/Nigeria; $467,862.14 ; $318,146.25 
Q1 2019;Consolas;KEN - África/Kenia; $466,393.51 ; $397,454.72 
Q3 2018;Celulares;ZAF - África/Sudáfrica; $466,369.86 ; $354,082.34 
Q3 2017;Video Juegos;NGA - África/Nigeria; $463,543.41 ; $309,774.87 
Q3 2019;Celulares;GBR - Europa/Reino Unido; $463,461.58 ; $427,943.45 
Q3 2019;Celulares;THA - Asia/Tailandia; $463,345.79 ; $374,240.83 
Q2 2018;Consolas;POL - Europa/Polonia; $463,252.14 ; $426,363.55 
Q4 2018;Accesorios;IDN - Asia/Indonesia; $462,808.58 ; $433,790.48 
Q3 2017;Video Juegos;RUS - Asia/Rusia; $462,123.88 ; $277,274.33 
Q2 2019;Consolas;KOR - Asia/República de Corea; $462,103.88 ; $410,493.00 
Q3 2017;Consolas;YEM - Asia/Yemen; $459,303.36 ; $401,163.69 
Q4 2017;Consolas;VEN - América/Venezuela; $459,250.07 ; $375,750.05 
Q2 2017;Consolas;VEN - América/Venezuela; $459,250.07 ; $377,241.13 
Q3 2019;Audio;MEX - América/México; $459,145.52 ; $280,997.06 
Q2 2017;Celulares;FRA - Europa/Francia; $458,822.19 ; $432,603.78 
Q1 2017;Consolas;ARG - América/Argentina; $458,775.69 ; $399,958.30 
Q1 2019;Audio;RUS - Asia/Rusia; $458,499.38 ; $294,749.60 
Q4 2017;Consolas;POL - Europa/Polonia; $456,818.09 ; $414,781.59 
Q2 2018;Celulares;TUR - Asia/Turquía; $455,515.82 ; $398,576.34 
Q1 2017;Video Juegos;RUS - Asia/Rusia; $454,931.29 ; $303,287.52 
Q2 2019;Celulares;COL - América/Colombia; $454,681.64 ; $397,846.44 
Q2 2019;Video Juegos;RUS - Asia/Rusia; $453,167.99 ; $285,327.99 
Q2 2019;Celulares;KOR - Asia/República de Corea; $452,861.81 ; $413,295.99 
Q2 2019;Celulares;TUR - Asia/Turquía; $452,438.01 ; $368,653.19 
Q1 2019;Video Juegos;NGA - África/Nigeria; $452,407.23 ; $256,638.28 
Q4 2019;Consolas;PER - América/Perú; $452,027.84 ; $360,354.41 
Q3 2017;Consolas;AGO - África/Angola; $448,600.44 ; $383,585.88 
Q1 2019;Consolas;CMR - África/Camerún; $446,864.25 ; $387,282.35 
Q2 2019;Celulares;TZA - África/Tanzania; $446,240.71 ; $363,603.54 
Q4 2017;Audio;JPN - Asia/Japón; $445,305.43 ; $267,183.26 
Q1 2019;Accesorios;IDN - Asia/Indonesia; $445,270.57 ; $409,304.47 
Q4 2017;Consolas;YEM - Asia/Yemen; $443,187.45 ; $391,654.03 
Q2 2018;Consolas;ARG - América/Argentina; $442,583.61 ; $377,497.78 
Q4 2017;Accesorios;IDN - Asia/Indonesia; $442,475.98 ; $441,154.97 
Q4 2018;Audio;JPN - Asia/Japón; $441,483.06 ; $294,322.04 
Q4 2019;Audio;RUS - Asia/Rusia; $441,197.51 ; $294,131.67 
Q3 2017;Consolas;UKR - Europa/Ucrania; $441,054.71 ; $376,193.72 
Q1 2018;Video Juegos;RUS - Asia/Rusia; $439,538.88 ; $239,748.48 
Q2 2018;Celulares;GBR - Europa/Reino Unido; $439,208.24 ; $406,519.51 
Q2 2017;Celulares;GBR - Europa/Reino Unido; $439,208.24 ; $404,574.82 
Q2 2019;Consolas;VEN - América/Venezuela; $438,686.63 ; $360,349.73 
Q1 2017;Consolas;CMR - África/Camerún; $438,102.21 ; $372,713.82 
Q2 2018;Video Juegos;RUS - Asia/Rusia; $437,892.66 ; $275,710.19 
Q1 2017;Celulares;ESP - Europa/España; $437,880.77 ; $405,039.71 
Q4 2017;Consolas;KEN - África/Kenia; $436,937.08 ; $385,449.36 
Q4 2019;Accesorios;IDN - Asia/Indonesia; $436,089.73 ; $380,142.77 
Q1 2017;TV;NGA - África/Nigeria; $434,154.49 ; $381,130.70 
Q3 2017;Consolas;DZA - África/Argelia; $433,973.36 ; $384,290.89 
Q1 2017;Accesorios;IDN - Asia/Indonesia; $433,408.85 ; $449,936.97 
Q3 2019;Consolas;SDN - África/Sudán; $433,127.05 ; $359,797.64 
Q2 2017;TV;NGA - África/Nigeria; $432,906.92 ; $358,340.91 
Q4 2018;Celulares;GBR - Europa/Reino Unido; $432,398.81 ; $370,053.66 
Q1 2017;Celulares;GBR - Europa/Reino Unido; $432,398.81 ; $373,966.16 
Q1 2018;Audio;MEX - América/México; $432,249.97 ; $264,753.11 
Q4 2019;Audio;JPN - Asia/Japón; $432,208.21 ; $259,324.93 
Q1 2018;TV;BRA - América/Brasil; $431,279.03 ; $387,270.96 
Q3 2017;Celulares;TZA - África/Tanzania; $430,583.14 ; $350,845.52 
Q4 2017;Audio;MEX - América/México; $430,448.93 ; $281,864.33 
Q2 2017;Audio;MEX - América/México; $430,448.93 ; $250,596.14 
Q3 2018;Video Juegos;NGA - África/Nigeria; $430,433.17 ; $260,842.50 
Q1 2018;TV;NGA - África/Nigeria; $430,433.17 ; $393,531.99 
Q1 2017;Audio;JPN - Asia/Japón; $430,399.81 ; $251,066.55 
Q1 2019;TV;BRA - América/Brasil; $429,078.62 ; $380,319.69 
Q3 2017;Celulares;GBR - Europa/Reino Unido; $429,072.66 ; $366,631.28 
Q3 2018;Accesorios;IDN - Asia/Indonesia; $428,144.78 ; $394,709.05 
Q3 2018;TV;BRA - América/Brasil; $427,986.82 ; $365,047.58 
Q4 2017;Audio;RUS - Asia/Rusia; $426,705.62 ; $274,310.76 
Q2 2018;Celulares;ITA - Europa/Italia; $426,660.22 ; $365,708.76 
Q1 2017;Celulares;ZAF - África/Sudáfrica; $425,329.31 ; $371,312.49 
Q1 2019;Audio;JPN - Asia/Japón; $425,064.27 ; $231,853.24 
Q2 2019;Accesorios;IDN - Asia/Indonesia; $423,854.75 ; $451,942.90 
Q1 2017;TV;BRA - América/Brasil; $422,610.10 ; $359,533.97 
Q3 2019;Celulares;COL - América/Colombia; $420,686.76 ; $345,564.12 
Q2 2019;Celulares;GBR - Europa/Reino Unido; $420,205.16 ; $429,931.24 
Q1 2017;Audio;MEX - América/México; $419,950.17 ; $280,642.56 
Q3 2018;Consolas;VEN - América/Venezuela; $419,885.78 ; $330,548.38 
Q1 2018;Consolas;VEN - América/Venezuela; $419,885.78 ; $361,568.31 
Q3 2017;Consolas;KEN - África/Kenia; $419,283.06 ; $357,402.66 
Q3 2018;Audio;PHL - Asia/Filipinas; $418,446.90 ; $232,808.64 
Q2 2019;Consolas;POL - Europa/Polonia; $417,603.59 ; $423,087.39 
Q1 2017;Consolas;UKR - Europa/Ucrania; $417,594.35 ; $340,262.07 
Q4 2019;TV;NGA - África/Nigeria; $416,164.66 ; $377,869.11 
Q4 2017;Consolas;PER - América/Perú; $415,376.93 ; $352,517.58 
Q3 2019;Consolas;MYS - Asia/Malasia; $415,109.83 ; $390,462.69 
Q4 2017;Celulares;KEN - África/Kenia; $415,090.23 ; $362,907.46 
Q4 2017;TV;NGA - África/Nigeria; $415,018.20 ; $360,130.59 
Q4 2017;Celulares;ESP - Europa/España; $414,834.41 ; $364,535.74 
Q3 2017;Audio;JPN - Asia/Japón; $414,780.46 ; $234,441.13 
Q1 2019;Consolas;DZA - África/Argelia; $414,247.30 ; $356,861.87 
Q3 2017;Celulares;ITA - Europa/Italia; $413,632.43 ; $363,189.45 
Q4 2018;Consolas;UKR - Europa/Ucrania; $413,198.62 ; $336,680.36 
Q2 2018;Consolas;SDN - África/Sudán; $412,981.61 ; $342,033.49 
Q2 2018;Celulares;ZAF - África/Sudáfrica; $412,140.80 ; $346,198.27 
Q3 2017;Accesorios;IDN - Asia/Indonesia; $411,485.45 ; $386,956.90 
Q3 2019;Audio;RUS - Asia/Rusia; $410,236.28 ; $273,490.86 
Q3 2019;Consolas;PER - América/Perú; $409,838.57 ; $348,633.77 
Q4 2019;Consolas;DZA - África/Argelia; $409,592.84 ; $405,761.16 
Q3 2018;Consolas;ARG - América/Argentina; $408,908.77 ; $330,272.47 
Q2 2019;Consolas;ARG - América/Argentina; $408,908.77 ; $364,462.16 
Q1 2019;Audio;MEX - América/México; $408,331.00 ; $247,448.59 
Q2 2017;Consolas;SDN - África/Sudán; $408,234.69 ; $354,256.99 
Q4 2018;Video Juegos;JPN - Asia/Japón; $408,196.64 ; $267,439.18 
Q4 2018;Consolas;ESP - Europa/España; $406,281.13 ; $361,039.31 
Q1 2017;Consolas;ESP - Europa/España; $406,281.13 ; $357,683.65 
Q2 2017;Consolas;AGO - África/Angola; $405,876.59 ; $354,499.80 
Q4 2018;Celulares;COL - América/Colombia; $405,526.87 ; $317,368.86 
Q4 2019;Consolas;AUS - Oceanía/Australia; $405,113.59 ; $308,738.79 
Q2 2018;TV;NGA - África/Nigeria; $403,891.71 ; $367,541.46 
Q1 2017;Consolas;MYS - Asia/Malasia; $402,137.65 ; $355,030.10 
Q4 2017;Celulares;COL - América/Colombia; $401,906.10 ; $330,137.15 
Q2 2019;Audio;RUS - Asia/Rusia; $401,777.80 ; $258,285.73 
Q2 2018;Accesorios;IDN - Asia/Indonesia; $401,334.95 ; $395,256.86 
Q4 2017;Celulares;DZA - África/Argelia; $400,590.80 ; $352,673.97 
Q2 2018;Video Juegos;MEX - América/México; $400,417.61 ; $264,720.53 
Q3 2017;Consolas;ARG - América/Argentina; $400,208.58 ; $359,370.97 
Q3 2017;Consolas;PER - América/Perú; $399,193.42 ; $308,521.18 
Q2 2018;Consolas;PER - América/Perú; $399,193.42 ; $328,873.96 
Q1 2017;Consolas;PER - América/Perú; $399,193.42 ; $344,903.11 
Q4 2019;Celulares;KEN - África/Kenia; $399,125.22 ; $373,028.57 
Q4 2018;Celulares;TZA - África/Tanzania; $399,077.06 ; $325,173.90 
Q2 2019;Video Juegos;MEX - América/México; $398,871.59 ; $266,556.26 
Q1 2018;Video Juegos;MEX - América/México; $398,871.59 ; $269,238.33 
Q2 2019;Video Juegos;JPN - Asia/Japón; $398,703.70 ; $256,309.52 
Q2 2019;Audio;JPN - Asia/Japón; $398,703.70 ; $232,577.16 
Q3 2019;Video Juegos;MEX - América/México; $397,337.47 ; $268,202.79 
Q3 2019;Consolas;AUS - Oceanía/Australia; $396,390.61 ; $297,115.75 
Q3 2018;Consolas;MYS - Asia/Malasia; $395,950.92 ; $343,585.01 
Q3 2018;Celulares;ITA - Europa/Italia; $395,517.14 ; $352,988.42 
Q3 2017;TV;NGA - África/Nigeria; $395,411.05 ; $365,535.54 
Q1 2019;Audio;PHL - Asia/Filipinas; $392,907.89 ; $272,416.13 
Q4 2018;Audio;RUS - Asia/Rusia; $392,340.07 ; $228,865.04 
Q1 2019;TV;NGA - África/Nigeria; $392,321.90 ; $349,073.08 
Q3 2018;Celulares;ARG - América/Argentina; $391,870.90 ; $343,491.78 
Q3 2017;Celulares;KEN - África/Kenia; $391,594.55 ; $324,255.65 
Q3 2018;Video Juegos;RUS - Asia/Rusia; $389,724.47 ; $212,576.98 
Q2 2017;Accesorios;IDN - Asia/Indonesia; $388,793.23 ; $371,027.76 
Q4 2018;TV;NGA - África/Nigeria; $388,277.34 ; $349,449.61 
Q1 2019;Celulares;ARG - América/Argentina; $387,831.00 ; $314,655.34 
Q4 2019;Celulares;DZA - África/Argelia; $387,805.98 ; $365,813.95 
Q3 2019;Celulares;ZAF - África/Sudáfrica; $385,262.06 ; $325,291.14 
Q1 2018;Accesorios;IDN - Asia/Indonesia; $385,252.31 ; $386,728.67 
Q1 2018;Consolas;CMR - África/Camerún; $385,227.80 ; $332,456.87 
Q4 2018;Celulares;KEN - África/Kenia; $384,342.80 ; $361,955.82 
Q1 2018;Celulares;KEN - África/Kenia; $384,342.80 ; $354,938.26 
Q2 2018;Consolas;MYS - Asia/Malasia; $384,131.49 ; $347,614.05 
Q3 2017;Audio;PHL - Asia/Filipinas; $383,896.24 ; $245,693.59 
Q4 2019;Celulares;ARG - América/Argentina; $383,873.54 ; $334,658.98 
Q1 2019;Consolas;ARG - América/Argentina; $383,873.54 ; $345,098.43 
Q1 2019;Celulares;KOR - Asia/República de Corea; $383,781.19 ; $335,534.41 
Q4 2018;Consolas;DZA - África/Argelia; $383,723.82 ; $367,586.39 
Q2 2017;Video Juegos;RUS - Asia/Rusia; $383,335.54 ; $241,359.42 
Q1 2019;Consolas;AUS - Oceanía/Australia; $382,605.00 ; $293,132.11 
Q2 2017;Audio;JPN - Asia/Japón; $382,399.83 ; $250,537.82 
Q4 2019;Audio;PHL - Asia/Filipinas; $382,143.29 ; $253,033.45 
Q3 2019;Accesorios;IDN - Asia/Indonesia; $381,775.31 ; $383,138.47 
Q1 2017;Consolas;VEN - América/Venezuela; $381,714.34 ; $315,901.52 
Q2 2018;Consolas;AGO - África/Angola; $381,645.15 ; $321,066.55 
Q1 2019;Celulares;ESP - Europa/España; $380,264.88 ; $341,267.50 
Q3 2018;Consolas;CHL - América/Chile; $379,714.86 ; $325,469.88 
Q4 2019;Consolas;MYS - Asia/Malasia; $378,482.49 ; $353,456.30 
Q2 2019;Audio;MEX - América/México; $378,416.64 ; $216,026.54 
Q4 2017;Video Juegos;RUS - Asia/Rusia; $378,373.27 ; $238,235.02 
Q4 2018;Celulares;SDN - África/Sudán; $377,834.24 ; $321,804.18 
Q4 2017;Consolas;SDN - África/Sudán; $377,834.24 ; $301,242.75 
Q2 2019;TV;NGA - África/Nigeria; $377,572.95 ; $348,686.35 
Q4 2019;Celulares;KOR - Asia/República de Corea; $377,384.84 ; $331,155.20 
Q4 2019;Video Juegos;RUS - Asia/Rusia; $377,152.71 ; $237,466.52 
Q1 2019;Video Juegos;JPN - Asia/Japón; $376,796.90 ; $212,972.16 
Q4 2018;Consolas;AUS - Oceanía/Australia; $376,433.95 ; $284,146.92 
Q3 2018;Consolas;AUS - Oceanía/Australia; $376,433.95 ; $292,380.89 
Q1 2018;Celulares;ARG - América/Argentina; $376,196.07 ; $327,339.44 
Q1 2017;Celulares;ARG - América/Argentina; $376,196.07 ; $338,196.47 
Q2 2019;Consolas;DZA - África/Argelia; $375,811.98 ; $362,262.97 
Q1 2017;Celulares;COL - América/Colombia; $375,112.36 ; $315,570.71 
Q1 2019;Consolas;PER - América/Perú; $374,852.35 ; $336,336.27 
Q2 2018;Celulares;TZA - África/Tanzania; $374,705.94 ; $304,006.70 
Q3 2018;Video Juegos;MEX - América/México; $374,303.42 ; $232,643.97 
Q1 2018;Audio;JPN - Asia/Japón; $374,056.56 ; $240,464.93 
Q4 2018;Consolas;MYS - Asia/Malasia; $372,997.24 ; $318,646.21 
Q3 2018;Audio;JPN - Asia/Japón; $372,701.28 ; $248,467.52 
Q2 2018;Celulares;DZA - África/Argelia; $371,977.17 ; $360,629.51 
Q4 2017;Celulares;ZAF - África/Sudáfrica; $371,791.35 ; $314,402.02 
Q3 2019;Audio;IRN - Asia/Irán; $371,722.23 ; $223,033.34 
Q4 2019;Accesorios;BRA - América/Brasil; $371,299.82 ; $304,996.28 
Q3 2018;Celulares;UKR - Europa/Ucrania; $370,319.52 ; $330,500.22 
Q3 2018;Accesorios;BRA - América/Brasil; $368,857.06 ; $305,261.02 
Q4 2017;Consolas;MYS - Asia/Malasia; $367,668.71 ; $319,043.23 
Q3 2018;TV;RUS - Asia/Rusia; $367,664.59 ; $328,130.77 
Q2 2018;Celulares;UKR - Europa/Ucrania; $366,858.59 ; $317,283.11 
Q4 2019;Audio;IRN - Asia/Irán; $366,282.40 ; $207,029.18 
